"The post categories has been deleted.","Категорії було видалено."
"The post category attribute has been deleted.","Атрибут категорії було видалено."
"The post category attribute has been saved.","Атрибут категорії було збережено."
"The post category has been saved.","Категорію була збережена."
"The posts has been deleted.","Пости було видалено."
"There was a problem saving the comment.","Проблема при збереженні коментаря."
"There was a problem saving the post category.","Проблема при збереженні категорії."
"There was a problem saving the post.","Проблема при збереженні поста."
"There was an error deleting comments.","Помилка при видаленні коментарів."
"There was an error deleting post categories.","Помилка при видаленні категорій."
"There was an error deleting post category.","Помилка при видаленні категорії."
"There was an error deleting post.","Помилка при видаленні поста."
"There was an error deleting posts.","Помилка при видаленні постів."
"There was an error deleting the comment.","Помилка при видаленні коментаря."
"There was an error updating comments.","Помилка при зміненні коментарів."
"There was an error updating post categories.","Помилка при зміненні категорій."
"There was an error updating posts.","Помилка при зміненні постів."
"This attribute cannot be deleted.","Цей атрибут не може бути видалений."
"This attribute cannot be updated.","Цей атрибут не може бути змінений."
"This attribute is not deletable","Цей атрибут не видаляється"
"This attribute no longer exists","Цей атрибут більше не існує"
"This comment no longer exists.","Цей коментар більше не існує."
"This post attribute cannot be edited.","Цей атрибут не може бути змінений."
"This post attribute no longer exists","Цей атрибут більше не існує"
"This post category attribute cannot be edited.","Цей атрибут категорії не може бути змінений."
"This post category attribute no longer exists","Цей атрибут категорії більше не існує"
"This post category no longer exists.","Ця категорія більше не існує."
"This post does not allow comments","Цей пост не дозволено коментувати"
"This post no longer exists.","Цей пост більше не існує."
"Title","Назва"
"Total of %d comments were successfully deleted.","Разом %d коментарів вдало видалено."
"Total of %d comments were successfully updated.","Разом %d коментарів вдало змінено."
"Total of %d post categories were successfully deleted.","Разом %d категорій вдало видалено."
"Total of %d post categories were successfully updated.","Разом %d категорій вдало змінено."
"Total of %d posts were successfully deleted.","Разом %d постів вдало видалено."
"Total of %d posts were successfully updated.","Разом %d запис(ів) було видалено."
"Total of %d record(s) have been updated.","Разом %d запис(ів) було змінено."
"URL key already exists.","URL ключи вже існують."
"URL key for list page","URL ключ для списку сторінок"
"URL key","URL ключ"
"URL prefix","URL префікс"
"URL suffix","URL суфікс"
"Unable to find an attribute to delete.","Неможливо знайти атрибут для видалення."
"Unable to find comment to save.","Неможливо знайти коментар для збереження."
"Unable to find post category to save.","Неможливо знайти категорію для збереження."
"Unable to find post to save.","Неможливо знайти пост для збереження."
"Unable to post the comment.","Неможливо залишити коментар."
"Updated at","Змінено"
"Use Breadcrumbs","Використовувати ""хлібні крихти"""
"Use default config","Використовувати налаштування за замовчуванням"
"View Details","Показати детальніше"
"View {#name}","Показати {#name}"
"WYSIWYG Editor","WYSIWYG редактор"
"Website", "Сайт"
"What goes after the dot. Leave empty for no suffix.","Те, що йде після точки. Залиште порожнім якщо без суфікса."
"XML","XML"
"Yes","Так"
"You have submitted no comments for posts.","У Вас немає підтверждених коментарів до постів"
"Your comment has been accepted for moderation.","Ваш коментар відправлено на модерацію"
"Your name can't be empty","Ваше им'я не може бути пустим"
"[GLOBAL]","[GLOBAL]"
"[STORE VIEW]","[STORE VIEW]"
"[WEBSITE]","[WEBSITE]"
"select from admin Users","Вибрати  з адмін користувачів"
"Settings","Налаштування"
"Author Roles","Права автора"
"-- Please Select --","-- Будь ласка, зробіть вибір --"
"Author","Автор"
"Posts Category - ""NEWS""","Категорія - ""Новини"""
"HomePage Posts block Title", "Назва блока постів на головній сторінці"
"Posts Limit","Ліміт постів"
"Number of Days before archive Post", "Кількість днів до архівації поста"
"Author Roles", "Права Автора"
"News", "Новини"
"Articles", "Статті"
"There is no Posts now", "Зараз тут немає постів"
"Short Content Text Length", "Довжина текста короткого вмісту статті"
"Blog View", "Відображення сторінки блога"
"In this tab, you can configure blog posts view.", "на цій вкладці Ви можете налаштувати сторінку категорій блога"
"Blog Grid", "Блог сіткою"
"Post Background Color", "Колір фона поста"
"Post Hover Background Color", "Колір фона поста (при наведенні)"
"Archived Post Background Color", "Колір фона архівного поста"
"Archived Post Hover Background Color", "Колір фона архівного поста (при наведенні)"
"Blog List", "Блог списком"
"Homepage Settings", "Налаштування головної сторінки"
"Block Title", "Назва блока"
"Product Category Settings" "Налаштування категорії товарів"
"Show Category Tabs", "Показати вкладки категорії"
"Archive", "Архівація"
"Posts List Item", "Posts List Item"
"Header Color", "Колір заголовка"
"Header Color (hover effect)", "Колір заголовка (при наведенні)"
"Header Size", "Розмір заголовка"
"Value in pixels.", "Значення в пікселях."
"Bullet Color", "Колір списка"
"Bullet Color (hover effect)", "Колір списка (при наведенні)"
"Bullet Size", "Розмір текста списка"
"Text Color", "Колір текста"
"Text Color (hover effect)", "Колір текста (при наведенні)"
"Text Size", "Розмір шрифта текста"
"Link Color", "Колір посилання"
"Link Color (hover effect)", "Колір посилання (при наведенні)"
"Background Color", "Колір фона"
"Background Color (hover effect)", "Колір фона (при наведенні)"
"Posts List Item (Archived)", "Posts List Item (Архівний)"
"Header Color", "Колір заголовка"
"Header Color (hover effect)", "Колір заголовка (при наведенні)"
"ShowMore Color", "Колір посилання ""Показати більше"" "
"ShowMore Color (hover effect)", "Колір посилання ""Показати більше"" (при наведенні)"
"Archived Label Color", "Колір архівних міток"
"Archived Label Background Color", "Колір фона архівних міток"
"Archived Label Size", "Розмір архівних міток"
"Archived Label Border Color", "Колір границі архівних міток"
"Post View", "Відображення сторінки поста"
"Title Color", "Колір заголовка"
"Title Font Size", "Розмір шрифта заголовка"
"Title Line Size", "Розмір рядка заголовка"
"Post Info Text Color", "Колір текста інформації про пост"
"Post Info Text Font Size", "Розмір шрифта інформації про пост"
"Content Text Color", "Колір текста"
"Content Text Font Size", "Розмір шрифта текста"
"Show All Posts", "Показати всі публикації"
"All Posts", "Всі публикації"
"Post Date", "Дата публикації"
"Homepage", "Головна сторінка"
"Author", "Автор"
"Blog", "Блог"
"Categories", "Категорії"
"Posts", "Пости"
"Manage Post Comments", "Керування коментарями до постів"
"Write Your Comment", "Напишіть свій коментар"
"Comment title", "Назва коментаря"
"Attached Products", "Товари зі статті"
"Necessarily Poster Email", "Необхідно вказати Email коментуючого"
"%s by %s", "%s від %s"
"There are no posts at this moment", "На даний момент тут немає статей"
"All %s for %s", "Все %s для %s"
"All %s for category ""%s""", "Все %s для категорії ""%s"""
"post", "публикації"
"Show all posts", "Показати всі"
"Product Page and Category Page", "Сторінка товара і сторінка категорії"
"Enable", "Ввімкнено"
"Show Posts as Slider", "Показувати публикації слайдером"
"Posts per Row/Page", "Кількість публикацій в рядку/на сторінці"
"min 3 max 20", "мінімум 3, максимум 20"
"Show Posts Tabs on Category Page", "Показувати закладки публикацій на сторінці категорій"
"Show Posts Tabs on Product Page", "Показувати закладки публикацій на сторінці товара"
"Archive Post After (days)", "Архівувати публикацію після (днів)"
"Show Category Description", "Показувати опис категорії"
"Tab posts limit", "Кількість публикацій в закладках"
"Category Page Posts Tabs", "Закладки публикацій сторінки категорії"
"Product Page Posts Tabs", "Закладки публикацій сторінки товара"
